Target	Feature Type	Feature	Phenotype	Model	N	Beta Or Group Effect	P value	FDR q value	Interpretation
HUMAnN_pathways_prevalence10	Pathway	PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	PFBS	log1p_feature_cpm ~ PFBS + Age + Sex + BMI + SequencingBatch	46.0	6.28433992703632	1.4695170172709e-05	0.00677447344961884	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174T8S6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	37.9931117692058	3.25646551958564e-05	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174JFP0	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.6021109021781	4.11300471723313e-05	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A1G4G8K7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.171938195633	6.14821714788242e-05	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174NFW1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.0974166129646	8.98623303916249e-05	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A1B1I9J8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.1396635480278	0.000121838090936306	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174NW12	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.7049353839978	0.000175011629797381	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WTG0	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.8729188385091	0.000177970612520282	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174TXK2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.328229152849	0.000182524154393405	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174QJH9	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.8399106256587	0.00022833388434504	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174N6E6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.6806598463657	0.000257245811009894	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y5D8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.8271505261455	0.000271726651410507	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174UT22	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.2423797290336	0.000278833638149567	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174UWT8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.3467219483415	0.000280125557116246	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XHK8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.4320448925974	0.000298945429283659	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y717	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	40.5767395812059	0.000310143222791651	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174NJW7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.5263712989026	0.000311628167731116	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XS90	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.3870253391943	0.000321300030982816	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XTU1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	40.6094480670299	0.000328340585770027	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PFK6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	37.7781141888177	0.000336064573500953	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174T0C6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.5993265464282	0.000341801170210763	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174U7Q8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.4510900448186	0.00034205168491919	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174SVG1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	33.3218482266702	0.000347745426877603	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XV80	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.8304243247332	0.000368544551434753	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XLL7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.4389361270568	0.000369892423222666	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174S692	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.4232883595891	0.000376228956796262	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A3E4SGY5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.9980567362557	0.000377940568683908	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174V3C8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.9303159732988	0.00038575473151368	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WSQ3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.4165118279189	0.000388418430573828	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y8F3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	34.8168171839512	0.000392501366273361	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174VIU0	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.2883868413469	0.00039298498773063	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XXE2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.064978014675	0.000393208162208586	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XN19	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.2181835210956	0.000406118827507032	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174PPG0	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	34.0829930664936	0.000406333674876289	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174J6X3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.8469159857416	0.000406759609476074	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y4Q8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.0734481205452	0.00040884656668217	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PAV5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.377936957158	0.000416408661453812	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1P9M9	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.8297683031311	0.000416967826918232	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174UKK8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.2274038468604	0.000439059285124212	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_R6BS89: Putative DNA-binding protein	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.7233281972654	0.000440364105174192	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174SLJ8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	40.5851884338964	0.000451459616312624	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A3E4SJ39	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.7102229021089	0.000465703675004661	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XZB3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	33.6960713842371	0.000469721772599857	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XGE1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.0143315526648	0.00047560553252031	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y7Y9	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.3784683837128	0.000475618413719219	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174X0J2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	36.762545583899	0.000478180178773836	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174QDW1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.0048283947212	0.000479376802045505	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174TIG2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.9786395975378	0.000479811991898202	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174KWH3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.8590764854247	0.000482559343696864	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XDN7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.6900445263496	0.000484326101172049	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174SLM8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.7350483193828	0.00048502671533249	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174LJL5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.8051578896788	0.000487627078288345	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174KLR5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.7668382765128	0.000495046432184876	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174S305	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.8055986677822	0.000496674527078784	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174U8S1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.0510612789556	0.000497365596149795	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XIW1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.2594730578376	0.00050688868691596	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y5V2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.981243645329	0.000509494436176513	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XVL6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.6864707598444	0.000522419441711944	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174RZ83	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.7175630735108	0.000530898520084862	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A3E5E3D3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.6190092495354	0.000545884049217859	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y4P3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	39.7191855354388	0.000571570249747704	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174NRF1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	36.8072698880909	0.000573635954663297	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PC88	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.5236675134256	0.000575753591099304	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PD54	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.2800988597176	0.000575863549693708	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174W2D7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.6296247511806	0.000581039346857182	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XX22	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.7286109592014	0.000586880619817784	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174V0F7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.5217576565119	0.000590984080934861	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WZ30	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.1249408211914	0.000594578249148157	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XY59	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.111157452517	0.000597970396756566	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XXR5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.5644655175114	0.00060532175132396	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WDI8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	27.9030301862235	0.000624035827608332	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XVD5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.7222757294656	0.00063076836612376	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174MV23	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.9802471612393	0.000630773329244284	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174VXB6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	27.4993698234033	0.000633686278824291	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174V0U1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.0489785047081	0.000636656336580402	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174X8Q5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.4187213527872	0.000643590821192206	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y3Y7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.1128719877731	0.000647514746887994	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174MQQ3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	39.0817806996909	0.000651910495768195	0.00846637007491162	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174LQE2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.6574431585716	0.000670306523505591	0.00846829215342106	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XCX0	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.0969197660937	0.000677531595853937	0.00846829215342106	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XS57	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.2224701544166	0.000685721126518685	0.00846829215342106	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A3E4SI73	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.7711010388094	0.000685931664427106	0.00846829215342106	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WU84	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	26.23884739012	0.000695812909457061	0.00848552328606172	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XX49	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	38.2061840254425	0.000704953158320358	0.00849341154602841	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y494	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	35.7525373518875	0.000727369049817918	0.00863477075530097	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1P945	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.6463585216618	0.000734441952424508	0.00863477075530097	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174VW11	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	37.6126098833256	0.000742590284955883	0.00863477075530097	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XY22	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.1251951420661	0.000774437431348113	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WPS2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	26.2675269088344	0.000786647167716521	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174PG55	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	34.4259945937201	0.000792978399023205	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1P8K8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	37.9449968692775	0.000799243447519513	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y630	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.5012228787747	0.000804479729417282	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A3E5DU09	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	31.7588914333026	0.000806504793218512	0.0087663564480273	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174U0H8	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.8052739206747	0.000827773925595441	0.00882681174752378	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PGL6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	28.7874102423494	0.000829720304267235	0.00882681174752378	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XPD6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.6241752035307	0.000858675827789604	0.0090386929241011	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174I734	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.0479002701906	0.000867773538615434	0.00903930769391077	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174VUA9	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	37.1373507896781	0.000886121434863814	0.00913527252436921	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174X3P6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.1347611162717	0.000933957045840417	0.00952652251889533	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PEJ6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	32.3526902167743	0.000943125729370638	0.00952652251889533	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PEK6	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.3827872315358	0.000956421820379456	0.00956421820379456	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174Y4D7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	33.9159387871026	0.000997304689954529	0.00987430386093593	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174XTY2	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	30.7639425181162	0.00101495567865288	0.00995054586914586	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174V7M1	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	25.6503780902944	0.00104439697339304	0.0101397764407091	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D7NDX7	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	34.5351152746557	0.00107794983837663	0.010364902292083	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174VE08	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	33.886414869475	0.00109317946167792	0.0104112329683611	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A174WXM5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	29.7313353763721	0.00110623302739865	0.0104361606358364	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_D1PGT3	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	25.9134989501654	0.00112949933359295	0.0105560685382519	FDR_significant
HUMAnN_gene_families_top1000_variable	GeneFamily	UniRef50_A0A229I9F5	mean_k_all_available	log1p_feature_cpm ~ mean_k_all_available + Age + Sex + BMI + SequencingBatch	46.0	24.3944024090277	0.00114045063508354	0.0105597281026254	FDR_significant
