Source Table	Source Label	Method	Feature Family	Predictor	Term	Feature	Effect	Se	Ci Low	Ci High	P value	FDR q value	Support Class
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	mean_k_all_available_derived_tertile	mean_k_all_available_derived_tertilehigh	g__GGB3345	-3.30738768551776				9.2794516929354e-08	4.166473810128e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	primary_elimination_stratum_numeric_order_derived_tertile	primary_elimination_stratum_numeric_order_derived_tertilehigh	g__GGB3345	-3.30738768551776				9.2794516929354e-08	4.166473810128e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	taxonomy_genus	fecal_PFOS_62	fecal_PFOS_629.791996047	g__GGB9778	7.7371994588376	0.862590665208804	6.046521755028344	9.427877162646856	1.25488387190442e-08	4.39485429618367e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	fecal_PFOS_62_derived_tertile	fecal_PFOS_62_derived_tertilelow	g__GGB9759	-3.63103508503688				1.71010379861986e-07	7.67836605580317e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHpS_derived_tertile	elim_k_PFHpS_derived_tertilehigh	g__GGB3321	-3.21915351812516				3.47303658265493e-07	7.79696712806031e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHpS_derived_tertile	k_PFHpS_derived_tertilehigh	g__GGB3321	-3.21915351812516				3.47303658265493e-07	7.79696712806031e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFOS_MP345_derived_tertile	HL_PFOS_MP345_derived_tertilelow	g__Veillonella	-2.77871008643398				1.78764518163172e-07	8.0265268655264e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFOS_MP345_derived_tertile	elim_k_PFOS_MP345_derived_tertilehigh	g__Veillonella	-2.76618206712257				1.84451631147638e-07	8.28187823852896e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFOS_MP345_derived_tertile	k_PFOS_MP345_derived_tertilehigh	g__Veillonella	-2.76618206712257				1.84451631147638e-07	8.28187823852896e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHxS_derived_tertile	elim_k_PFHxS_derived_tertilehigh	g__Merdimmobilis	-3.07477376844123				1.93339798032686e-07	8.68095693166761e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHxS_derived_tertile	k_PFHxS_derived_tertilehigh	g__Merdimmobilis	-3.07477376844123				1.93339798032686e-07	8.68095693166761e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	PFHxS_derived_tertile	PFHxS_derived_tertilemid	g__GGB4585	-3.93592966245598				1.93874510995979e-07	8.70496554371947e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFHxS_derived_tertile	HL_PFHxS_derived_tertilelow	g__Merdimmobilis	-3.07695350053079				2.08135500364498e-07	9.34528396636594e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__GGB45491	-2.20485491813559				5.21530351505231e-07	9.96974275723909e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__GGB45491	-2.20485491813559				5.21530351505231e-07	9.96974275723909e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__GGB9529	-4.13519888925015				6.66129805606175e-07	9.96974275723909e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__GGB9529	-4.13519888925015				6.66129805606175e-07	9.96974275723909e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__GGB4599	2.30355524709029				9.08534500181004e-07	0.000101982997645318	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__GGB4599	2.30355524709029				9.08534500181004e-07	0.000101982997645318	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	taxonomy_genus	fecal_PFOS_62	fecal_PFOS_620.739869935	g__GGB9198	9.63442234292785	1.1488187914304	7.382737511724267	11.886107174131434	3.83456422154321e-08	0.000111911756805739	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	fecal_totalPFOS_derived_tertile	fecal_totalPFOS_derived_tertilelow	g__GGB3612	-4.7606334795871				2.67180417743727e-07	0.000119964007566933	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFHxS_derived_tertile	HL_PFHxS_derived_tertilemid	g__GGB4768	-10.0293986419068				2.79252973855114e-07	0.000125384585260946	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHxS_derived_tertile	elim_k_PFHxS_derived_tertilemid	g__GGB4768	-10.0323201131228				2.82960683235459e-07	0.000127049346772721	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHxS_derived_tertile	k_PFHxS_derived_tertilemid	g__GGB4768	-10.0323201131228				2.82960683235459e-07	0.000127049346772721	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHxS_derived_tertile	elim_k_PFHxS_derived_tertilehigh	g__Hydrogeniiclostridium	-3.72075152522486				9.35548173361247e-07	0.000141474262137158	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHxS_derived_tertile	k_PFHxS_derived_tertilehigh	g__Hydrogeniiclostridium	-3.72075152522486				9.35548173361247e-07	0.000141474262137158	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHxS_derived_tertile	elim_k_PFHxS_derived_tertilehigh	g__Oxalobacter	3.07834698337268				9.45262330537803e-07	0.000141474262137158	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHxS_derived_tertile	k_PFHxS_derived_tertilehigh	g__Oxalobacter	3.07834698337268				9.45262330537803e-07	0.000141474262137158	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__Angelakisella	3.60744938643182				2.16277502041837e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__Angelakisella	3.60744938643182				2.16277502041837e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__GGB36267	3.48144150005089				2.49789648851605e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__GGB36267	3.48144150005089				2.49789648851605e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__Youxingia	1.45177129764889				2.53745484481821e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__Youxingia	1.45177129764889				2.53745484481821e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__Bacillota_unclassified	4.23209831587968				2.5865414323858e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__Bacillota_unclassified	4.23209831587968				2.5865414323858e-06	0.000145169637892653	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFHxS_derived_tertile	HL_PFHxS_derived_tertilelow	g__Hydrogeniiclostridium	-3.72293931506794				9.84647900883734e-07	0.000152992127638762	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFHxS_derived_tertile	HL_PFHxS_derived_tertilelow	g__Oxalobacter	3.07616904999467				1.02221911562647e-06	0.000152992127638762	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	PFNA_derived_tertile	PFNA_derived_tertilehigh	g__GGB9531	3.75406919806405				4.15616406872316e-07	0.00018661176668567	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	PFOS_derived_tertile	PFOS_derived_tertilemid	g__GGB51647	3.31604128780227				1.39946994548417e-06	0.000209454001840798	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	Include_elimination_rate_analysis	Include_elimination_rate_analysisTRUE	g__GGB9110	2.83155504475161				4.25132954756582e-06	0.000212094107428562	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	n_k_available	n_k_available8	g__GGB9110	2.83155504475161				4.25132954756582e-06	0.000212094107428562	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFOS_MP345_derived_tertile	elim_k_PFOS_MP345_derived_tertilehigh	g__GGB3304	4.25727103609923				9.55703278910126e-07	0.000214555386115323	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFOS_MP345_derived_tertile	k_PFOS_MP345_derived_tertilehigh	g__GGB3304	4.25727103609923				9.55703278910126e-07	0.000214555386115323	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHpS_derived_tertile	elim_k_PFHpS_derived_tertilehigh	g__GGB3612	-3.84468042925142				1.82055571300684e-06	0.000216861690594105	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHpS_derived_tertile	k_PFHpS_derived_tertilehigh	g__GGB3612	-3.84468042925142				1.82055571300684e-06	0.000216861690594105	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHpS_derived_tertile	elim_k_PFHpS_derived_tertilehigh	g__GGB3478	-2.32150745442134				1.9319527001702e-06	0.000216861690594105	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHpS_derived_tertile	k_PFHpS_derived_tertilehigh	g__GGB3478	-2.32150745442134				1.9319527001702e-06	0.000216861690594105	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	fecal_PFOA_derived_tertile	fecal_PFOA_derived_tertilehigh	g__GGB9531	3.55285514413477				5.00614567371453e-07	0.000224775940749782	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFOS_MP345_derived_tertile	HL_PFOS_MP345_derived_tertilelow	g__GGB3304	4.24478219244241				1.0131387589233e-06	0.00022744965137828	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFHxS_derived_tertile	elim_k_PFHxS_derived_tertilehigh	g__GGB3321	-2.81967357963857				2.08201163639296e-06	0.000233705806185109	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFHxS_derived_tertile	k_PFHxS_derived_tertilehigh	g__GGB3321	-2.81967357963857				2.08201163639296e-06	0.000233705806185109	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	fecal_PFOS_62_derived_tertile	fecal_PFOS_62_derived_tertilemid	g__GGB9529	-7.78401936922521				5.47568777107698e-07	0.000245858380921356	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	HL_PFHxS_derived_tertile	HL_PFHxS_derived_tertilelow	g__GGB3321	-2.82192837288932				2.20974942528895e-06	0.000248044372988685	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFPeS_derived_tertile	elim_k_PFPeS_derived_tertilemid	g__Candidatus_Gastranaerophilales_unclassified	-5.18626233110097				7.66561463608731e-07	0.000253869751998963	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFPeS_derived_tertile	k_PFPeS_derived_tertilemid	g__Candidatus_Gastranaerophilales_unclassified	-5.18626233110097				7.66561463608731e-07	0.000253869751998963	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFPeS_derived_tertile	elim_k_PFPeS_derived_tertilemid	g__GGB6613	-6.30259290963328				1.13707419313849e-06	0.000253869751998963	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFPeS_derived_tertile	k_PFPeS_derived_tertilemid	g__GGB6613	-6.30259290963328				1.13707419313849e-06	0.000253869751998963	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	elim_k_PFPeS_derived_tertile	elim_k_PFPeS_derived_tertilemid	g__Oxalobacter	3.48934630718086				1.69623442315565e-06	0.000253869751998963	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	taxonomy_genus	k_PFPeS_derived_tertile	k_PFPeS_derived_tertilemid	g__Oxalobacter	3.48934630718086				1.69623442315565e-06	0.000253869751998963	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA1.836427496	H06_bin.86	5.09098128384198	0.351700324529259	4.401648647764633	5.780313919919328	2.13346335150486e-12	1.4793861572005e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.614070352	H06_bin.86	4.83467643830288	0.353940390338623	4.140953273239179	5.528399603366581	6.44888998675866e-12	2.23589464730909e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_6215.61414952	H06_bin.86	4.98169711055008	0.35531940105367	4.2852710844848865	5.678123136615273	3.92847330488219e-12	2.67477398651787e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_622.808040201	H06_bin.86	4.66329351506646	0.344637824540519	3.987803378967043	5.338783651165877	7.71472985064715e-12	2.67477398651787e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS0.188916877	G03_bin.63	5.48110879884963	0.355587579506732	4.784157143016436	6.178060454682824	8.16448703683171e-12	6.09691233962445e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.937628866	E01_bin.79	6.67302083811806	0.532608577934101	5.629108025367222	7.7169336508688975	3.27327922463273e-11	7.5658575998161e-07	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.532355915	F08_bin.91	5.98854437826588	0.516852677727106	4.975513129920753	7.001575626611007	1.38621443951802e-10	2.40307204162647e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS5.768690416	H06_bin.86	5.04349487038532	0.374046033793356	4.310364644150343	5.776625096620298	7.56109090393931e-11	2.82316012171286e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS0.946733668	H06_bin.86	4.90588999106198	0.379720281423456	4.161638239472007	5.650141742651954	1.52334808910861e-10	3.79191806340914e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFNA	fecal_PFNA0.1072295	C07_bin.60	7.56471862318418	0.891489307948976	5.817399579604187	9.312037666764173	1.18818481762586e-10	3.80266669032981e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFNA	fecal_PFNA0.108816121	C03_bin.61	9.59909828889608	1.18194739230532	7.2824813999776525	11.915715177814509	3.78933632472592e-10	6.06369598682642e-06	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	PFOS_branchedMP3_4_51_derived_tertile	PFOS_branchedMP3_4_51_derived_tertilelow	B06_bin.95	7.45134930906955				5.46725901237466e-09	9.72078652400215e-06	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS10.79948454	E01_bin.79	6.71315986270614	0.560583189590959	5.61441681110786	7.8119029143044205	5.21657959877973e-10	9.73883245296188e-06	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	PFOS_branchedMP2_61_derived_tertile	PFOS_branchedMP2_61_derived_tertilelow	B06_bin.95	7.40790681792986				5.7427802296203e-09	1.02106632482649e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_6216.63104839	G04_bin.33	7.18432136290257	0.662243325405134	5.8863244451085075	8.482318280696633	4.56941508796976e-10	1.05617460343333e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_621.309164149	H06_bin.86	3.82549975228463	0.360967979352425	3.118002512753877	4.5329969918153825	6.94187771746352e-10	1.20340921171089e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS0.947633434	G03_bin.63	4.78431414456155	0.411007023406178	3.9787403786854405	5.589887910437659	8.22206505138714e-10	1.22798185955477e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.767371601	H06_bin.86	4.02315742127443	0.386880126930597	3.26487237249046	4.7814424700583995	9.72322450242814e-10	1.34845566689474e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	fecal_PFNA_derived_tertile	fecal_PFNA_derived_tertilehigh	C05_bin.19	4.25446663651644				7.6480921004108e-09	1.35983077545304e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA2.061491935	G04_bin.33	7.03722224056417	0.685985865659333	5.692689943871878	8.381754537256462	1.23675673289382e-09	1.42931975620538e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.353176588	H06_bin.86	3.47582193217423	0.341840352333882	2.8058148415998216	4.1458290227486385	1.44610161382617e-09	1.4325082586562e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFNA	fecal_PFNA0.108816121	A03_bin.15	9.58787143473415	1.2582183790338	7.121763411827903	12.053979457640398	1.91038753965551e-09	2.03800142730449e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFHxS	fecal_PFHxS1.077856421	F08_bin.91	5.94389288593107	0.541902384929844	4.8817642114685755	7.006021560393564	2.11417058119715e-09	2.63129670535798e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS14.92918132	C05_bin.87	7.35032280979085	0.427580828770739	6.512264385400202	8.188381234181499	8.10235569220934e-10	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS14.92918132	H02_bin.14	7.07207573426538	0.427580828770739	6.234017309874732	7.910134158656028	1.2651976671833e-09	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS60.31945838	H02_bin.14	7.14235526070898	0.443606100970178	6.2728873028074315	8.011823218610528	1.72487772306986e-09	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS14.92918132	C01_bin.23	6.87042277607067	0.427580828770739	6.032364351680022	7.708481200461319	1.76550319311682e-09	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS60.31945838	C01_bin.23	7.11490044634796	0.443606100970178	6.245432488446411	7.984368404249508	1.80302518675385e-09	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS60.31945838	C05_bin.87	7.06142976507214	0.443606100970178	6.191961807170592	7.930897722973689	1.96642090743893e-09	2.79703709874114e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_L_PFOS	fecal_L_PFOS25.14525692	C05_bin.87	6.98361728758727	0.446519517565639	6.108439033158618	7.858795542015923	2.40776459152536e-09	2.93554658998772e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_622.931465733	H06_bin.86	3.35597605272322	0.344778174869213	2.6802108299795626	4.031741275466878	3.10134773992648e-09	4.30107309963964e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA2.061491935	G04_bin.38	4.86737803883131	0.519682224877184	3.8488008780720295	5.88595519959059	6.02236886332055e-09	5.22003877150466e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_6216.63104839	G04_bin.38	4.72735222636804	0.502564075440044	3.7423266385055536	5.712377814230526	5.59429172914001e-09	6.46532295136711e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.937628866	F08_bin.91	5.07768862884332	0.561184647915112	3.9777667189297006	6.177610538756939	1.08348782350352e-08	8.34791251748677e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOA	fecal_PFOA0.532355915	E01_bin.79	4.40730592497999	0.490534034935514	3.445859216506383	5.368752633453598	1.22008838664039e-08	8.4603368906418e-05	FDR_lt_0.05
Table_S10_covariate_adjusted_sensitivity_models_comprehensive.tsv	CLR_comprehensive	CLR_LM	mag_abundance	fecal_PFOS_62	fecal_PFOS_625.206843718	H07_bin.27	5.50387270485419	0.600504060082008	4.3268847470934535	6.680860662614926	8.71175095516775e-09	8.62986049618917e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	fecal_totalPFOS_derived_tertile	fecal_totalPFOS_derived_tertilelow	G07_bin.38	3.96913871555409				5.38452170769365e-08	9.57367959627931e-05	FDR_lt_0.05
Table_S18_Phase9_terms_of_interest_results.tsv	Phase9_terms	ANCOMBC2	mag_abundance	PFOS_branched_MP11_derived_tertile	PFOS_branched_MP11_derived_tertilelow	B06_bin.95	5.77274203283834				5.8543961055461e-08	0.00010409116275661	FDR_lt_0.05
