Feature Set	Prediction Repeat	Fold	Tuned Mtry	Tuned Min Node Size	Inner Rmse
combined_capped	32	3	643	10	0.97120022013267
combined_capped	32	4	192	3	0.809596541731091
combined_capped	32	5	643	3	0.873816778588572
combined_capped	33	1	43	10	0.816725502118
combined_capped	33	2	385	3	0.901810013401722
combined_capped	33	3	643	10	0.922669857620212
combined_capped	33	4	192	5	0.866522376270287
combined_capped	33	5	385	10	0.930958047352764
combined_capped	34	1	385	3	0.992692471315456
combined_capped	34	2	192	5	0.923587854989776
combined_capped	34	3	643	3	0.755157444796337
combined_capped	34	4	385	10	0.908551640883401
combined_capped	34	5	643	10	0.906054884793054
combined_capped	35	1	385	5	0.88042783512035
combined_capped	35	2	192	10	0.818582429178152
combined_capped	35	3	643	10	0.986420489253103
combined_capped	35	4	385	5	0.9602377679713
combined_capped	35	5	192	10	0.947536311965833
combined_capped	36	1	385	10	0.984045741428222
combined_capped	36	2	385	3	0.821965520513819
combined_capped	36	3	385	5	0.942606746621767
combined_capped	36	4	192	10	0.720538740753501
combined_capped	36	5	643	10	0.968565369205381
combined_capped	37	1	385	10	0.835850359146236
combined_capped	37	2	43	3	0.953849097883244
combined_capped	37	3	192	3	0.83036980306511
combined_capped	37	4	643	10	0.892560588101215
combined_capped	37	5	192	3	1.0100811349456
combined_capped	38	1	643	3	0.884498267166426
combined_capped	38	2	43	3	0.985585892198131
combined_capped	38	3	192	3	0.786517225108441
combined_capped	38	4	643	5	0.861864962843669
combined_capped	38	5	643	5	0.819412939555874
combined_capped	39	1	43	10	0.953323790910873
combined_capped	39	2	385	5	0.837294097294993
combined_capped	39	3	192	10	0.995578222427234
combined_capped	39	4	385	10	0.870494070071045
combined_capped	39	5	192	3	0.857993105647873
combined_capped	40	1	385	10	0.866756924840848
combined_capped	40	2	643	10	0.92839458058644
combined_capped	40	3	643	10	0.861371118407731
combined_capped	40	4	43	10	0.911080905855524
combined_capped	40	5	43	10	0.807158982926674
combined_capped	41	1	643	10	0.977817177328681
combined_capped	41	2	385	10	0.88832375363935
combined_capped	41	3	385	3	0.932715868845753
combined_capped	41	4	192	10	0.978846210411019
combined_capped	41	5	192	10	0.799804000561828
combined_capped	42	1	643	10	0.875179960819222
combined_capped	42	2	385	10	1.03966883682172
combined_capped	42	3	385	5	0.876521957027843
combined_capped	42	4	43	10	0.946536360823318
combined_capped	42	5	192	3	0.982394767802368
combined_capped	43	1	385	10	0.851220049371407
combined_capped	43	2	192	10	0.821549538441313
combined_capped	43	3	385	3	0.919815325864065
combined_capped	43	4	385	10	0.918364075987686
combined_capped	43	5	192	10	0.962735265025231
combined_capped	44	1	643	10	0.909222401386037
combined_capped	44	2	43	5	0.952828845336336
combined_capped	44	3	43	10	0.784993500474847
combined_capped	44	4	385	3	0.897007136680455
combined_capped	44	5	43	5	0.919508716790527
combined_capped	45	1	43	10	0.896275122718974
combined_capped	45	2	643	10	0.97280528156647
combined_capped	45	3	43	10	0.928633814099152
combined_capped	45	4	385	10	0.803821044010522
combined_capped	45	5	643	5	0.850766968990896
combined_capped	46	1	643	10	1.01623076009842
combined_capped	46	2	43	5	0.762733748751237
combined_capped	46	3	43	10	0.846269600336988
combined_capped	46	4	643	10	0.987489090853864
combined_capped	46	5	43	3	0.960154849979816
combined_capped	47	1	643	10	0.996065563908717
combined_capped	47	2	643	10	0.931406503824948
combined_capped	47	3	643	10	0.890320219993275
combined_capped	47	4	643	10	0.866952102544608
combined_capped	47	5	643	10	0.85151823461665
combined_capped	48	1	43	10	0.953262001161055
combined_capped	48	2	385	3	0.968167577590319
combined_capped	48	3	385	5	0.817916521838233
combined_capped	48	4	43	10	0.914896785716666
combined_capped	48	5	643	5	0.963639854801342
combined_capped	49	1	643	10	1.01733120783286
combined_capped	49	2	192	10	0.866990433401575
combined_capped	49	3	192	5	0.849298830021664
combined_capped	49	4	643	10	0.826393140367389
combined_capped	49	5	43	10	0.809675688788032
combined_capped	50	1	643	10	0.851263816992671
combined_capped	50	2	192	5	0.94750650150657
combined_capped	50	3	385	10	0.994258326069857
combined_capped	50	4	385	5	0.930400479287217
combined_capped	50	5	643	10	0.818558409060775
humann_pathways	1	1	44	3	0.841106820724989
humann_pathways	1	2	200	3	0.810801483505392
humann_pathways	1	3	666	5	0.863150217118144
humann_pathways	1	4	400	10	0.921305928094208
humann_pathways	1	5	44	3	0.796700438715505
humann_pathways	2	1	44	10	0.979486788480184
humann_pathways	2	2	400	10	0.889502014226262
humann_pathways	2	3	200	5	0.843994123340306
humann_pathways	2	4	400	10	0.894889859006963
humann_pathways	2	5	400	5	0.895390315388859
humann_pathways	3	1	666	3	0.848637967005018
humann_pathways	3	2	44	10	0.886879233880705
humann_pathways	3	3	666	10	0.920275546992487
humann_pathways	3	4	200	10	0.857029419645029
humann_pathways	3	5	200	10	0.885608883875962
humann_pathways	4	1	666	5	0.812265342051815
humann_pathways	4	2	44	10	0.966067315786866
humann_pathways	4	3	44	5	0.832171820944705
humann_pathways	4	4	666	10	0.868096036658108
humann_pathways	4	5	666	10	1.0070850966187
humann_pathways	5	1	200	5	0.792244332491932
humann_pathways	5	2	400	5	0.924060906249736
humann_pathways	5	3	200	3	0.840779627268576
humann_pathways	5	4	44	3	0.76755290488622
humann_pathways	5	5	400	5	0.882837542589903
humann_pathways	6	1	44	3	0.937124614609373
humann_pathways	6	2	44	10	0.877141141287402
humann_pathways	6	3	400	10	0.901217868660993
humann_pathways	6	4	44	3	0.88919142058356
humann_pathways	6	5	44	5	0.950212785611572
humann_pathways	7	1	666	5	0.811168765751716
humann_pathways	7	2	44	10	0.890797026554754
humann_pathways	7	3	44	10	0.932694057266879
humann_pathways	7	4	666	10	0.950042012079364
humann_pathways	7	5	666	10	1.05583139867553
humann_pathways	8	1	200	10	0.926378724118812
humann_pathways	8	2	200	3	0.797482813906262
humann_pathways	8	3	666	3	0.879420177969107
humann_pathways	8	4	666	5	0.934288061224542
humann_pathways	8	5	200	10	0.892228836476615
humann_pathways	9	1	200	3	0.845200253817136
humann_pathways	9	2	44	3	0.887177645186022
humann_pathways	9	3	400	10	1.07063719683355
humann_pathways	9	4	44	5	0.806718652731061
humann_pathways	9	5	666	5	0.79882474798298
humann_pathways	10	1	200	5	0.763717632589946
humann_pathways	10	2	400	5	0.959254159118687
humann_pathways	10	3	400	3	0.837787987968575
humann_pathways	10	4	44	10	0.912502378477569
humann_pathways	10	5	44	10	0.87520868767229
humann_pathways	11	1	666	10	0.866785484156295
humann_pathways	11	2	44	5	0.998650905545317
humann_pathways	11	3	666	10	0.827016731825246
humann_pathways	11	4	400	10	0.903337918780539
humann_pathways	11	5	44	5	0.882303229286135
humann_pathways	12	1	666	5	0.759802721168762
humann_pathways	12	2	200	10	0.904131798217318
humann_pathways	12	3	666	10	0.85729555378324
humann_pathways	12	4	400	10	0.899907910302707
humann_pathways	12	5	666	10	0.853798889493033
humann_pathways	13	1	44	5	0.97456987227039
humann_pathways	13	2	400	3	0.885781002599221
humann_pathways	13	3	666	10	0.854945802801894
humann_pathways	13	4	44	5	0.591560921113687
humann_pathways	13	5	400	3	1.17691669295197
humann_pathways	14	1	400	3	0.712392608911773
humann_pathways	14	2	44	3	0.96475788653184
humann_pathways	14	3	666	10	0.936016181900237
humann_pathways	14	4	400	5	0.98985987100343
humann_pathways	14	5	200	5	0.978155464672995
humann_pathways	15	1	200	10	0.887155594240851
humann_pathways	15	2	44	5	0.847013064011185
humann_pathways	15	3	666	3	0.830638594300677
humann_pathways	15	4	400	10	0.840238954340178
humann_pathways	15	5	44	10	0.951192353116993
humann_pathways	16	1	200	10	1.00128131255565
humann_pathways	16	2	44	5	0.939636612644797
humann_pathways	16	3	44	10	0.852344152519031
humann_pathways	16	4	200	3	0.800702248107163
humann_pathways	16	5	44	5	0.902182849243758
humann_pathways	17	1	200	3	0.890572627481277
humann_pathways	17	2	44	10	0.903245518504371
humann_pathways	17	3	400	10	0.888031662894422
humann_pathways	17	4	200	10	0.934336027214114
humann_pathways	17	5	44	5	0.901852005555997
humann_pathways	18	1	666	10	0.798504433841211
humann_pathways	18	2	200	3	0.909138690701553
humann_pathways	18	3	666	10	0.815322703303419
humann_pathways	18	4	44	3	0.892035284563275
humann_pathways	18	5	666	5	0.92153768345287
humann_pathways	19	1	44	5	0.767801442908751
humann_pathways	19	2	400	10	0.870608364389545
humann_pathways	19	3	666	10	0.996077706855984
humann_pathways	19	4	44	10	0.949752310425696
humann_pathways	19	5	400	3	0.900038884853985
humann_pathways	20	1	666	5	0.910200939769473
humann_pathways	20	2	44	3	0.873744631917189
humann_pathways	20	3	44	5	0.943708451586575
humann_pathways	20	4	666	3	0.832009042475704
humann_pathways	20	5	666	5	0.845380274515335
humann_pathways	21	1	44	3	0.874675276580414
humann_pathways	21	2	44	5	0.878231284334824
humann_pathways	21	3	400	3	0.880465317451951
humann_pathways	21	4	44	5	0.851739437306776
humann_pathways	21	5	44	10	0.91021297147905
humann_pathways	22	1	400	10	0.858735480608547
humann_pathways	22	2	44	10	0.891290825399568
humann_pathways	22	3	400	5	0.771260256786562
humann_pathways	22	4	666	5	0.849033739386472
humann_pathways	22	5	44	3	0.879226162363389
humann_pathways	23	1	200	3	0.891555449328328
humann_pathways	23	2	44	10	0.993915201010247
humann_pathways	23	3	666	10	0.756318292760189
humann_pathways	23	4	400	3	0.868401682545443
humann_pathways	23	5	44	3	0.956184756501357
humann_pathways	24	1	666	10	0.921766227475564
humann_pathways	24	2	400	10	0.814219434452976
humann_pathways	24	3	400	10	0.891913752125192
humann_pathways	24	4	666	10	1.07925874931056
humann_pathways	24	5	44	3	0.817403144652016
humann_pathways	25	1	44	10	0.859388104696873
humann_pathways	25	2	200	3	0.810263646271671
humann_pathways	25	3	666	3	0.885530965041498
humann_pathways	25	4	44	10	0.813626817483135
humann_pathways	25	5	200	3	0.914109158394396
humann_pathways	26	1	44	5	0.922000117122381
humann_pathways	26	2	200	3	0.834305951657109
humann_pathways	26	3	44	10	0.910311376789679
humann_pathways	26	4	666	3	0.893660894126655
humann_pathways	26	5	400	10	1.03950158180384
humann_pathways	27	1	666	5	0.868901823025075
humann_pathways	27	2	400	3	0.917734918803861
humann_pathways	27	3	200	3	0.930278582870104
humann_pathways	27	4	44	10	0.905219693987747
humann_pathways	27	5	400	5	0.892358911167623
humann_pathways	28	1	666	3	0.823006768636064
humann_pathways	28	2	200	3	0.899380629668699
humann_pathways	28	3	200	10	0.952681752927792
humann_pathways	28	4	44	10	1.01996684996568
humann_pathways	28	5	200	5	0.731158714186503
humann_pathways	29	1	44	10	0.83309201383076
humann_pathways	29	2	400	10	0.814657688942118
humann_pathways	29	3	400	3	0.888449660649326
humann_pathways	29	4	400	5	0.894553031937991
humann_pathways	29	5	666	5	0.90197791407152
humann_pathways	30	1	666	10	0.853956882394269
humann_pathways	30	2	44	10	0.848481612825694
humann_pathways	30	3	44	3	0.851618656094417
humann_pathways	30	4	44	5	0.875610977643477
humann_pathways	30	5	400	10	0.867209789661255
humann_pathways	31	1	666	5	0.815558184703294
humann_pathways	31	2	400	10	0.878716541253237
humann_pathways	31	3	44	3	0.811078087760022
humann_pathways	31	4	400	5	0.964805400431596
humann_pathways	31	5	666	10	0.961528656084731
humann_pathways	32	1	44	10	0.84147504786019
humann_pathways	32	2	44	10	0.953368525055567
humann_pathways	32	3	400	10	0.947001708511185
humann_pathways	32	4	666	10	0.813180948212264
humann_pathways	32	5	666	10	0.89217388198132
humann_pathways	33	1	200	10	0.84620840420154
humann_pathways	33	2	44	10	0.889499613775114
humann_pathways	33	3	400	10	0.899945995515397
humann_pathways	33	4	44	10	0.872058203734235
humann_pathways	33	5	44	3	0.960298418628463
humann_pathways	34	1	666	3	0.926501909101644
humann_pathways	34	2	400	3	0.923542872699378
humann_pathways	34	3	666	3	0.732533082336254
humann_pathways	34	4	200	10	0.890886026360985
humann_pathways	34	5	400	10	0.901846533548357
humann_pathways	35	1	44	10	0.957592571784157
humann_pathways	35	2	200	10	0.792604421455922
humann_pathways	35	3	200	10	0.956215562330185
humann_pathways	35	4	44	10	0.934479519232531
humann_pathways	35	5	400	10	0.876858230221592
humann_pathways	36	1	200	3	0.930484655830135
humann_pathways	36	2	400	5	0.814718995787514
humann_pathways	36	3	44	10	0.921833408712669
humann_pathways	36	4	200	10	0.744305240473565
humann_pathways	36	5	44	10	0.99064774796817
humann_pathways	37	1	200	10	0.828800556815006
humann_pathways	37	2	44	3	0.90836944436375
humann_pathways	37	3	44	5	0.825053823650999
humann_pathways	37	4	400	3	0.850381639456602
humann_pathways	37	5	200	3	0.947872231050146
humann_pathways	38	1	44	5	0.824573965700421
humann_pathways	38	2	200	10	1.03323780662802
humann_pathways	38	3	400	5	0.753435889541409
humann_pathways	38	4	44	10	0.886755280352137
humann_pathways	38	5	200	10	0.901396443315024
humann_pathways	39	1	666	3	0.907561200079935
humann_pathways	39	2	666	5	0.784850257625623
humann_pathways	39	3	666	10	0.987057536333669
humann_pathways	39	4	400	5	0.905106079314147
humann_pathways	39	5	44	10	0.916318162557073
humann_pathways	40	1	44	10	0.847860180425461
humann_pathways	40	2	44	5	0.865633467496197
humann_pathways	40	3	200	5	0.810899351456942
humann_pathways	40	4	666	5	0.981441333791941
humann_pathways	40	5	200	10	0.870954964860655
humann_pathways	41	1	44	5	0.901896200755791
humann_pathways	41	2	666	10	0.872199615424313
humann_pathways	41	3	400	10	0.899444852221892
humann_pathways	41	4	44	10	0.894045172176649
humann_pathways	41	5	400	10	0.831870965878507
humann_pathways	42	1	666	10	0.854759610519136
humann_pathways	42	2	200	3	1.00301747689777
humann_pathways	42	3	666	3	0.802018105164086
humann_pathways	42	4	666	10	0.897739432202506
humann_pathways	42	5	200	3	0.985343859798037
humann_pathways	43	1	200	5	0.84736165600417
humann_pathways	43	2	666	10	0.848730381386055
humann_pathways	43	3	44	5	0.896890928363571
humann_pathways	43	4	44	5	0.914122552482634
humann_pathways	43	5	666	10	0.980452900189508
humann_pathways	44	1	44	10	0.87986620280579
humann_pathways	44	2	44	5	0.958615504024391
humann_pathways	44	3	44	5	0.803245678480042
humann_pathways	44	4	200	3	0.866751685747549
humann_pathways	44	5	666	5	0.892454269908373
humann_pathways	45	1	44	10	0.830507143467725
humann_pathways	45	2	44	10	0.968337033253442
humann_pathways	45	3	200	10	0.915295856417009
humann_pathways	45	4	400	10	0.799803376577009
humann_pathways	45	5	44	5	0.826210932661887
humann_pathways	46	1	666	10	0.937600788347073
humann_pathways	46	2	200	5	0.747317050678705
humann_pathways	46	3	44	10	0.889089708058508
humann_pathways	46	4	44	5	0.943633868542319
humann_pathways	46	5	44	5	0.946972506479535
humann_pathways	47	1	44	10	0.943423490645787
humann_pathways	47	2	44	3	0.863866537150162
humann_pathways	47	3	44	10	0.872136673683224
humann_pathways	47	4	400	10	0.883280184592218
humann_pathways	47	5	400	10	0.843871605121023
humann_pathways	48	1	44	10	0.981021499434355
humann_pathways	48	2	200	5	0.89919359917224
humann_pathways	48	3	44	10	0.815654704001939
humann_pathways	48	4	666	5	0.917342072930072
humann_pathways	48	5	44	3	0.963329694788223
humann_pathways	49	1	44	10	1.04493124351926
humann_pathways	49	2	400	10	0.821697306540569
humann_pathways	49	3	44	3	0.860578365824541
humann_pathways	49	4	666	3	0.894046301691599
humann_pathways	49	5	44	5	0.811477162182045
humann_pathways	50	1	666	5	0.838247914547242
humann_pathways	50	2	44	3	0.957066922641423
humann_pathways	50	3	200	10	0.968780456226464
humann_pathways	50	4	44	5	0.882514338588388
humann_pathways	50	5	666	10	0.82499391768921
mag_abundance	1	1	176	10	0.912343397247329
mag_abundance	1	2	42	3	0.841947933552939
mag_abundance	1	3	353	5	0.843240501610964
mag_abundance	1	4	42	10	0.987625257057226
mag_abundance	1	5	42	10	0.891388287750484
mag_abundance	2	1	589	10	0.979760474214939
mag_abundance	2	2	42	10	0.901876886196596
mag_abundance	2	3	176	10	0.881300162725135
mag_abundance	2	4	353	5	0.882450929567249
mag_abundance	2	5	353	10	0.968808606887378
mag_abundance	3	1	589	10	0.92448998703286
mag_abundance	3	2	42	5	0.877448845461833
mag_abundance	3	3	176	3	0.933168948159722
mag_abundance	3	4	176	5	0.925147594481993
mag_abundance	3	5	589	5	0.955506937966497
mag_abundance	4	1	353	3	0.825998878951825
mag_abundance	4	2	42	10	0.989566126206488
mag_abundance	4	3	42	5	0.829884747575558
mag_abundance	4	4	589	10	0.928825705123273
mag_abundance	4	5	176	5	1.06276861153531
mag_abundance	5	1	176	5	0.756506317681097
mag_abundance	5	2	589	3	0.956980842981906
mag_abundance	5	3	176	5	0.861226020134829
mag_abundance	5	4	42	3	0.793100105661889
mag_abundance	5	5	353	10	0.954954045051093
mag_abundance	6	1	353	10	0.971495597808376
mag_abundance	6	2	353	5	0.888158693828818
mag_abundance	6	3	353	5	0.951093336187969
mag_abundance	6	4	176	5	0.95239994731692
mag_abundance	6	5	42	5	0.960201011548828
mag_abundance	7	1	589	5	0.834958261936464
mag_abundance	7	2	42	10	0.909985383072084
mag_abundance	7	3	42	3	0.996735268394016
mag_abundance	7	4	589	5	0.910147920714328
mag_abundance	7	5	353	10	1.05923395208608
mag_abundance	8	1	42	5	1.06386385773151
mag_abundance	8	2	353	10	0.803711136186033
mag_abundance	8	3	589	3	0.944704718160642
mag_abundance	8	4	42	10	0.896930270742796
mag_abundance	8	5	589	3	0.888339657556247
mag_abundance	9	1	353	3	0.916832899424917
mag_abundance	9	2	176	3	0.898352154353548
mag_abundance	9	3	42	3	1.0680719487939
mag_abundance	9	4	42	10	0.827600186186114
mag_abundance	9	5	353	5	0.804342423289084
mag_abundance	10	1	42	10	0.791688456135536
mag_abundance	10	2	589	10	0.9496310846957
mag_abundance	10	3	353	3	0.893348276268743
mag_abundance	10	4	589	10	0.970669009948941
mag_abundance	10	5	42	3	0.901218202425082
mag_abundance	11	1	42	5	0.844624513465344
mag_abundance	11	2	42	5	1.05333032974982
mag_abundance	11	3	42	10	0.848813082343976
mag_abundance	11	4	42	10	0.952838942133249
mag_abundance	11	5	589	10	0.968740204971049
mag_abundance	12	1	589	3	0.751226615997346
mag_abundance	12	2	42	10	0.932382843347061
mag_abundance	12	3	589	5	0.872214460148102
mag_abundance	12	4	589	10	0.942948312919958
mag_abundance	12	5	176	3	0.936259307682367
mag_abundance	13	1	353	10	0.961696016062047
mag_abundance	13	2	176	10	0.934745286401239
mag_abundance	13	3	589	10	0.892445849544852
mag_abundance	13	4	353	10	0.606163224151052
mag_abundance	13	5	353	5	1.12836643512379
mag_abundance	14	1	353	5	0.686751146699956
mag_abundance	14	2	42	5	1.07003553521845
mag_abundance	14	3	353	10	0.913479336416236
mag_abundance	14	4	42	5	1.03223068727411
mag_abundance	14	5	589	10	0.939179527683152
mag_abundance	15	1	42	3	0.941998239901312
mag_abundance	15	2	42	5	0.933533261565896
mag_abundance	15	3	42	10	0.876099039738865
mag_abundance	15	4	42	5	0.881199405060141
mag_abundance	15	5	42	3	0.98360506556945
mag_abundance	16	1	589	10	0.985343711762515
mag_abundance	16	2	176	10	1.02888627425955
mag_abundance	16	3	176	5	0.865426946634434
mag_abundance	16	4	176	10	0.88197426134425
mag_abundance	16	5	42	10	0.900839782808322
mag_abundance	17	1	353	5	0.90701263177388
mag_abundance	17	2	176	3	0.847174193475185
mag_abundance	17	3	353	10	0.906226418392912
mag_abundance	17	4	176	10	0.921094723507373
mag_abundance	17	5	589	10	0.981285041484362
mag_abundance	18	1	353	5	0.804757840170989
mag_abundance	18	2	353	10	0.982134452478909
mag_abundance	18	3	353	3	0.871028333177269
mag_abundance	18	4	353	3	0.895090526280925
mag_abundance	18	5	176	3	0.946404986111452
mag_abundance	19	1	42	10	0.796026152516614
mag_abundance	19	2	589	5	0.96453180448355
mag_abundance	19	3	589	10	1.01457604993516
mag_abundance	19	4	589	5	0.872855536967293
mag_abundance	19	5	353	3	0.935132097180455
mag_abundance	20	1	589	5	0.925844685814737
mag_abundance	20	2	42	3	1.00331556157388
mag_abundance	20	3	589	5	0.965079631794206
mag_abundance	20	4	176	10	0.859085505395229
mag_abundance	20	5	176	10	0.846067781698238
mag_abundance	21	1	589	5	1.02001798169298
mag_abundance	21	2	589	10	0.852445552704523
mag_abundance	21	3	353	5	0.910630861374453
mag_abundance	21	4	176	3	0.908236874009324
mag_abundance	21	5	42	3	0.925117723665175
mag_abundance	22	1	42	10	0.905665719989021
mag_abundance	22	2	42	3	0.914442965393475
mag_abundance	22	3	589	3	0.830530210810171
mag_abundance	22	4	589	10	0.899241086217774
mag_abundance	22	5	589	5	0.873891319633255
mag_abundance	23	1	353	10	0.958766080561327
mag_abundance	23	2	42	10	1.08686546909233
mag_abundance	23	3	42	3	0.746501315932773
mag_abundance	23	4	176	3	0.869295121411487
mag_abundance	23	5	176	3	0.988178796507031
mag_abundance	24	1	42	10	0.8659141654063
mag_abundance	24	2	176	10	0.79062845145851
mag_abundance	24	3	42	5	0.96011506822714
mag_abundance	24	4	589	10	1.11082546168626
mag_abundance	24	5	42	5	0.915913360475031
mag_abundance	25	1	589	3	0.846710847532395
mag_abundance	25	2	353	5	0.858360721176081
mag_abundance	25	3	589	3	0.917421015976752
mag_abundance	25	4	42	3	0.841621553423692
mag_abundance	25	5	589	5	0.896666663025271
mag_abundance	26	1	176	10	0.90306134744737
mag_abundance	26	2	353	5	0.857145635789034
mag_abundance	26	3	176	3	0.958063402531526
mag_abundance	26	4	353	3	0.941559317013567
mag_abundance	26	5	42	5	0.982772560216357
mag_abundance	27	1	42	5	0.882055880560289
mag_abundance	27	2	353	10	0.926061710013023
mag_abundance	27	3	176	3	0.909224284969187
mag_abundance	27	4	42	10	0.938305141142851
mag_abundance	27	5	353	10	0.937022151087304
mag_abundance	28	1	589	5	0.816497606383134
mag_abundance	28	2	589	5	0.930069303784112
mag_abundance	28	3	176	5	0.937915460571868
mag_abundance	28	4	42	10	1.14198683013653
mag_abundance	28	5	353	5	0.790354847294683
mag_abundance	29	1	176	10	0.842253208562892
mag_abundance	29	2	176	10	0.839113224839437
mag_abundance	29	3	589	3	0.87368321046775
mag_abundance	29	4	42	5	0.964596947496666
mag_abundance	29	5	42	3	0.917361135578158
mag_abundance	30	1	42	5	0.882953233892616
mag_abundance	30	2	42	10	0.84643816353016
mag_abundance	30	3	42	10	0.918286527608754
mag_abundance	30	4	42	5	0.894923859366108
mag_abundance	30	5	353	10	0.937701099611273
mag_abundance	31	1	589	10	0.841715334829849
mag_abundance	31	2	589	5	0.906623010596749
mag_abundance	31	3	42	5	0.837214275350473
mag_abundance	31	4	589	10	0.989491804153208
mag_abundance	31	5	176	10	0.983695415780191
mag_abundance	32	1	353	5	0.932823187191142
mag_abundance	32	2	176	10	1.0488309561166
mag_abundance	32	3	589	10	0.961561217584203
mag_abundance	32	4	353	10	0.822144203971444
mag_abundance	32	5	589	3	0.880053920469851
mag_abundance	33	1	353	5	0.823899930991176
mag_abundance	33	2	589	10	0.921026756314511
mag_abundance	33	3	176	3	0.933816746042658
mag_abundance	33	4	42	10	0.877980701585513
mag_abundance	33	5	589	3	0.998195114106385
mag_abundance	34	1	589	5	0.944944451447716
mag_abundance	34	2	353	3	0.921328427447375
mag_abundance	34	3	589	3	0.760871303580345
mag_abundance	34	4	353	10	0.953793195517829
mag_abundance	34	5	42	5	0.905045110969455
mag_abundance	35	1	353	5	0.910913597484339
mag_abundance	35	2	589	5	0.811389824560066
mag_abundance	35	3	176	10	0.979656181121525
mag_abundance	35	4	589	10	0.979768596291255
mag_abundance	35	5	176	10	0.98576078070311
mag_abundance	36	1	589	10	1.00680438855035
mag_abundance	36	2	176	3	0.804715197818214
mag_abundance	36	3	176	5	0.966453607084831
mag_abundance	36	4	353	10	0.744945066052591
mag_abundance	36	5	176	10	0.982669120552247
mag_abundance	37	1	589	10	0.869867207862123
mag_abundance	37	2	353	3	0.930356968814107
mag_abundance	37	3	589	5	0.782910629559681
mag_abundance	37	4	42	5	0.930550723093027
mag_abundance	37	5	42	3	1.0334736375771
mag_abundance	38	1	42	10	0.903379168494589
mag_abundance	38	2	176	10	0.967494173102159
mag_abundance	38	3	42	5	0.834989624640846
mag_abundance	38	4	589	10	0.924652441161754
mag_abundance	38	5	42	5	0.892080972625717
mag_abundance	39	1	589	3	0.938498653588818
mag_abundance	39	2	42	3	0.830823751679939
mag_abundance	39	3	353	10	0.991928200149949
mag_abundance	39	4	353	10	0.855349088294525
mag_abundance	39	5	176	10	0.90103739556189
mag_abundance	40	1	589	10	0.927276852056281
mag_abundance	40	2	589	10	0.917220339494707
mag_abundance	40	3	176	10	0.869884570660719
mag_abundance	40	4	589	5	0.9194667281096
mag_abundance	40	5	589	10	0.841696339259705
mag_abundance	41	1	589	3	0.932402143503767
mag_abundance	41	2	589	10	0.919436456024204
mag_abundance	41	3	176	3	0.908222132256935
mag_abundance	41	4	589	10	0.983354954789356
mag_abundance	41	5	589	10	0.790271753444683
mag_abundance	42	1	353	10	0.878131082872571
mag_abundance	42	2	42	10	1.05810459156597
mag_abundance	42	3	589	3	0.865527726316536
mag_abundance	42	4	176	10	0.93199089011311
mag_abundance	42	5	42	5	1.05264220290176
mag_abundance	43	1	176	3	0.906866369064872
mag_abundance	43	2	589	3	0.81908989012557
mag_abundance	43	3	353	5	0.912784473757011
mag_abundance	43	4	42	3	0.936470728198677
mag_abundance	43	5	353	10	1.01070075516645
mag_abundance	44	1	42	10	0.928219668524951
mag_abundance	44	2	589	3	0.972996782047202
mag_abundance	44	3	176	3	0.785359676320272
mag_abundance	44	4	589	3	0.935038602862949
mag_abundance	44	5	42	3	0.931694833483863
mag_abundance	45	1	589	10	0.91709938547629
mag_abundance	45	2	42	10	0.988353905479241
mag_abundance	45	3	589	5	1.00262831961508
mag_abundance	45	4	176	10	0.808607114188749
mag_abundance	45	5	589	5	0.855816705887584
mag_abundance	46	1	589	10	1.05787533435458
mag_abundance	46	2	42	10	0.778420999250144
mag_abundance	46	3	589	10	0.87477667134169
mag_abundance	46	4	42	10	0.992686683866331
mag_abundance	46	5	353	10	0.972225345917131
mag_abundance	47	1	589	10	1.01076431770155
mag_abundance	47	2	353	10	0.932290639969487
mag_abundance	47	3	176	10	0.886999167739325
mag_abundance	47	4	176	10	0.879994577316914
mag_abundance	47	5	589	10	0.879320548873815
mag_abundance	48	1	42	5	1.00283815376481
mag_abundance	48	2	353	10	0.951660762700825
mag_abundance	48	3	353	10	0.812627864830815
mag_abundance	48	4	42	5	1.00985604818972
mag_abundance	48	5	176	10	0.996178947142913
mag_abundance	49	1	176	5	1.00102339848268
mag_abundance	49	2	176	5	0.893018722039746
mag_abundance	49	3	42	5	0.870488008920667
mag_abundance	49	4	589	5	0.852455398902982
mag_abundance	49	5	589	5	0.811788520333356
mag_abundance	50	1	42	10	0.893426566907334
mag_abundance	50	2	42	5	0.963981440577033
mag_abundance	50	3	176	10	1.03915287857818
mag_abundance	50	4	589	3	0.929634003763762
mag_abundance	50	5	42	10	0.829601168749707
taxonomy_genus	1	1	96	10	0.954304109205924
taxonomy_genus	1	2	160	3	0.873394905873509
taxonomy_genus	1	3	160	5	0.870694704966533
taxonomy_genus	1	4	48	10	0.975221640720119
taxonomy_genus	1	5	21	3	0.911559535996274
taxonomy_genus	2	1	48	5	1.01313649839562
taxonomy_genus	2	2	48	3	0.937363013052449
taxonomy_genus	2	3	48	10	0.842786103173603
taxonomy_genus	2	4	96	10	0.830699640620913
taxonomy_genus	2	5	21	10	0.942405677712239
taxonomy_genus	3	1	21	10	0.908866099000018
taxonomy_genus	3	2	21	5	0.870223635979805
taxonomy_genus	3	3	96	10	0.950550609474203
taxonomy_genus	3	4	160	10	0.899220609331853
taxonomy_genus	3	5	160	10	0.973434702819379
taxonomy_genus	4	1	48	10	0.89322273203922
