Feature Set	Prediction Repeat	Fold	Tuned Mtry	Tuned Min Node Size	Inner Rmse
agora2_reaction	15	4	44	3	0.926176929580992
agora2_reaction	15	5	44	10	0.951410690751411
agora2_reaction	16	1	200	10	1.02100662437008
agora2_reaction	16	2	400	3	0.974859195108911
agora2_reaction	16	3	200	5	0.895089678302084
agora2_reaction	16	4	666	10	0.959335659206141
agora2_reaction	16	5	400	3	0.851768771364829
agora2_reaction	17	1	200	10	0.940115329365265
agora2_reaction	17	2	44	3	0.910882035512671
agora2_reaction	17	3	44	3	0.935695111411938
agora2_reaction	17	4	44	5	0.924787836659961
agora2_reaction	17	5	666	10	0.949687239834403
agora2_reaction	18	1	44	10	0.831300900553609
agora2_reaction	18	2	400	10	1.03122137441263
agora2_reaction	18	3	44	3	0.907934905329622
agora2_reaction	18	4	666	5	0.881954739266493
agora2_reaction	18	5	44	5	0.936106286744816
agora2_reaction	19	1	44	5	0.78351499197975
agora2_reaction	19	2	400	10	0.993348523761873
agora2_reaction	19	3	400	10	1.04289453578921
agora2_reaction	19	4	44	5	0.936431535279492
agora2_reaction	19	5	44	10	0.905103519732979
agora2_reaction	20	1	200	10	0.998558968545211
agora2_reaction	20	2	666	10	1.03367019840268
agora2_reaction	20	3	44	5	0.964272858298503
agora2_reaction	20	4	44	10	0.921733615529018
agora2_reaction	20	5	44	5	0.883356645153533
agora2_reaction	21	1	400	10	0.961944355650876
agora2_reaction	21	2	666	10	0.899382509876178
agora2_reaction	21	3	44	10	0.942812525352215
agora2_reaction	21	4	400	10	0.846951154718578
agora2_reaction	21	5	44	10	1.02788941900405
agora2_reaction	22	1	44	10	0.8489107394323
agora2_reaction	22	2	400	10	0.923011637160794
agora2_reaction	22	3	200	10	0.877491650681422
agora2_reaction	22	4	44	10	0.951615819250021
agora2_reaction	22	5	200	10	0.948991894158814
agora2_reaction	23	1	200	10	0.968987322171207
agora2_reaction	23	2	200	3	1.08028548988037
agora2_reaction	23	3	666	10	0.833423696795117
agora2_reaction	23	4	44	10	0.927211479815437
agora2_reaction	23	5	200	5	1.00236210390875
agora2_reaction	24	1	666	10	0.913401036433288
agora2_reaction	24	2	200	10	0.850508164195266
agora2_reaction	24	3	44	10	0.973481554007622
agora2_reaction	24	4	44	10	1.10003658274096
agora2_reaction	24	5	666	5	0.837215457242633
agora2_reaction	25	1	44	10	0.889010598149205
agora2_reaction	25	2	200	5	0.817095773886297
agora2_reaction	25	3	400	10	0.943544147720195
agora2_reaction	25	4	44	5	0.869625115296283
agora2_reaction	25	5	44	3	0.955924868006185
agora2_reaction	26	1	400	3	0.918476580376005
agora2_reaction	26	2	44	3	0.886080133406578
agora2_reaction	26	3	666	10	0.964576823075607
agora2_reaction	26	4	44	10	0.90984371440916
agora2_reaction	26	5	666	3	1.02099493148951
agora2_reaction	27	1	200	10	0.919564541609459
agora2_reaction	27	2	666	3	0.876188612999781
agora2_reaction	27	3	200	10	0.94893021077887
agora2_reaction	27	4	44	10	0.945859703457722
agora2_reaction	27	5	666	10	0.999519452281423
agora2_reaction	28	1	400	5	0.819536193058655
agora2_reaction	28	2	44	10	0.961296206808104
agora2_reaction	28	3	44	10	1.02356382450557
agora2_reaction	28	4	400	10	1.10285434926668
agora2_reaction	28	5	44	5	0.861201007569034
agora2_reaction	29	1	44	10	0.954336689292619
agora2_reaction	29	2	400	10	0.860877687637462
agora2_reaction	29	3	44	5	0.894228316185914
agora2_reaction	29	4	44	10	0.991119238591164
agora2_reaction	29	5	44	5	0.891289159773057
agora2_reaction	30	1	44	5	0.886027848138569
agora2_reaction	30	2	400	5	0.852834774180312
agora2_reaction	30	3	200	10	1.03486288315794
agora2_reaction	30	4	44	3	0.836329908476423
agora2_reaction	30	5	400	10	0.960033770745593
agora2_reaction	31	1	400	10	0.862709978756404
agora2_reaction	31	2	200	5	0.941445786492641
agora2_reaction	31	3	44	10	0.838285903981907
agora2_reaction	31	4	666	10	0.994250266742504
agora2_reaction	31	5	200	10	1.01736474209862
agora2_reaction	32	1	400	10	1.02535030411539
agora2_reaction	32	2	44	10	1.04431994761252
agora2_reaction	32	3	400	5	0.996407684542036
agora2_reaction	32	4	200	10	0.907707316693336
agora2_reaction	32	5	44	10	0.885949886351609
agora2_reaction	33	1	200	10	0.831491492613293
agora2_reaction	33	2	44	10	0.912036654875143
agora2_reaction	33	3	666	10	0.967528453401081
agora2_reaction	33	4	44	3	0.91433508597381
agora2_reaction	33	5	44	5	0.939745163111318
agora2_reaction	34	1	666	10	1.16206044454079
agora2_reaction	34	2	200	10	0.978822013086646
agora2_reaction	34	3	44	10	0.796266127450015
agora2_reaction	34	4	400	3	0.872335295166721
agora2_reaction	34	5	44	10	0.969678248652258
agora2_reaction	35	1	44	10	0.942604245171749
agora2_reaction	35	2	44	5	0.866515475765367
agora2_reaction	35	3	44	10	0.991758531677571
agora2_reaction	35	4	666	10	0.995443958543447
agora2_reaction	35	5	666	5	1.00753945514448
agora2_reaction	36	1	400	10	0.945759097897881
agora2_reaction	36	2	400	5	0.889241678833111
agora2_reaction	36	3	200	10	0.940761111093713
agora2_reaction	36	4	200	5	0.790439738867732
agora2_reaction	36	5	200	10	1.00973516889824
agora2_reaction	37	1	666	10	0.923422827128087
agora2_reaction	37	2	44	3	1.0403283929777
agora2_reaction	37	3	400	3	0.804588416891473
agora2_reaction	37	4	44	10	0.89148241572647
agora2_reaction	37	5	666	10	1.0549242253744
agora2_reaction	38	1	200	10	0.867036809616235
agora2_reaction	38	2	44	3	1.00716797500764
agora2_reaction	38	3	666	5	0.770593681848649
agora2_reaction	38	4	400	10	0.886022663431366
agora2_reaction	38	5	44	10	0.960932285930064
agora2_reaction	39	1	400	3	0.930405874590285
agora2_reaction	39	2	400	5	0.746256863088082
agora2_reaction	39	3	200	10	1.08281265085868
agora2_reaction	39	4	200	10	0.895569543533541
agora2_reaction	39	5	44	5	0.888042012335065
agora2_reaction	40	1	200	5	0.912410814900928
agora2_reaction	40	2	666	10	0.968078815423258
agora2_reaction	40	3	400	5	0.886228747922916
agora2_reaction	40	4	44	10	0.965084624042466
agora2_reaction	40	5	666	10	0.855993775643191
agora2_reaction	41	1	400	5	1.09943687558351
agora2_reaction	41	2	666	10	0.910106284003634
agora2_reaction	41	3	200	3	0.941034267241405
agora2_reaction	41	4	666	10	0.956391061927379
agora2_reaction	41	5	666	10	0.827654147128111
agora2_reaction	42	1	44	5	0.909248348558023
agora2_reaction	42	2	44	10	1.04392021082144
agora2_reaction	42	3	44	10	0.943847666022238
agora2_reaction	42	4	666	10	0.903293776828786
agora2_reaction	42	5	400	5	1.01769185966398
agora2_reaction	43	1	44	10	0.904392736482387
agora2_reaction	43	2	44	5	0.835834983512472
agora2_reaction	43	3	400	10	0.930347387716211
agora2_reaction	43	4	44	10	0.922249992170978
agora2_reaction	43	5	400	5	0.970289212810761
agora2_reaction	44	1	400	10	0.922794700116225
agora2_reaction	44	2	44	10	0.987078261633744
agora2_reaction	44	3	44	5	0.809812424534414
agora2_reaction	44	4	400	5	0.896801122589436
agora2_reaction	44	5	200	3	0.935747829380324
agora2_reaction	45	1	200	10	0.933995826682838
agora2_reaction	45	2	666	5	1.00134206173814
agora2_reaction	45	3	44	10	0.981971457743822
agora2_reaction	45	4	44	10	0.881087275746438
agora2_reaction	45	5	44	5	0.885293385897287
agora2_reaction	46	1	666	10	1.10013176791273
agora2_reaction	46	2	44	10	0.758726134860067
agora2_reaction	46	3	44	3	0.924046402536093
agora2_reaction	46	4	44	10	0.979776225704202
agora2_reaction	46	5	44	10	0.949179670504616
agora2_reaction	47	1	44	10	1.02257753185161
agora2_reaction	47	2	400	3	0.965589158941049
agora2_reaction	47	3	44	5	1.00245410196811
agora2_reaction	47	4	200	10	0.884164360332342
agora2_reaction	47	5	44	10	0.869430451483799
agora2_reaction	48	1	44	10	1.0391147411851
agora2_reaction	48	2	666	10	1.07460784469621
agora2_reaction	48	3	44	10	0.987984768138802
agora2_reaction	48	4	44	10	0.984782700428381
agora2_reaction	48	5	200	10	0.985521773505068
agora2_reaction	49	1	44	5	1.05226652905259
agora2_reaction	49	2	666	10	0.873586387956635
agora2_reaction	49	3	200	5	0.908925356617176
agora2_reaction	49	4	44	5	0.918768621355614
agora2_reaction	49	5	44	10	0.868056115486914
agora2_reaction	50	1	44	5	0.901507642891464
agora2_reaction	50	2	666	10	0.919857054776736
agora2_reaction	50	3	666	10	0.979329874315912
agora2_reaction	50	4	44	10	0.97617862596751
agora2_reaction	50	5	44	10	0.812445386911934
agora2_subsystem	1	1	43	10	0.934695008687405
agora2_subsystem	1	2	25	3	0.872222848408474
agora2_subsystem	1	3	25	5	0.847024186257459
agora2_subsystem	1	4	11	10	0.916861753411024
agora2_subsystem	1	5	11	10	0.854589429519805
agora2_subsystem	2	1	43	10	1.13533666316968
agora2_subsystem	2	2	12	3	0.835616151267068
agora2_subsystem	2	3	11	3	0.885506089529634
agora2_subsystem	2	4	25	10	0.864339308809573
agora2_subsystem	2	5	25	5	0.978862152443873
agora2_subsystem	3	1	11	5	0.857781029123692
agora2_subsystem	3	2	43	3	0.877130014411189
agora2_subsystem	3	3	12	10	0.899240950117422
agora2_subsystem	3	4	43	5	0.842194695481825
agora2_subsystem	3	5	12	10	0.984509917279151
agora2_subsystem	4	1	43	10	0.854756173751753
agora2_subsystem	4	2	25	10	0.975201710049617
agora2_subsystem	4	3	12	10	0.841584662251514
agora2_subsystem	4	4	25	10	0.896625507637168
agora2_subsystem	4	5	12	3	1.08237418115429
agora2_subsystem	5	1	43	3	0.750451080641582
agora2_subsystem	5	2	43	10	0.966012176344536
agora2_subsystem	5	3	12	3	0.869492517507404
agora2_subsystem	5	4	11	3	0.829899631398814
agora2_subsystem	5	5	12	5	0.960457650308184
agora2_subsystem	6	1	11	3	0.860282425248416
agora2_subsystem	6	2	12	10	0.85021457282565
agora2_subsystem	6	3	43	10	0.957483233160694
agora2_subsystem	6	4	12	3	0.858699710197488
agora2_subsystem	6	5	12	10	0.982852304865885
agora2_subsystem	7	1	25	5	0.785728845069217
agora2_subsystem	7	2	43	10	0.852223889375086
agora2_subsystem	7	3	11	10	0.963149301834454
agora2_subsystem	7	4	12	3	0.91865682388377
agora2_subsystem	7	5	12	10	1.01401256097177
agora2_subsystem	8	1	11	3	0.947373920709011
agora2_subsystem	8	2	25	10	0.821490349349767
agora2_subsystem	8	3	12	5	0.954514798095875
agora2_subsystem	8	4	25	3	0.824162585123711
agora2_subsystem	8	5	11	3	0.9051074498109
agora2_subsystem	9	1	12	5	0.911420732889004
agora2_subsystem	9	2	12	3	0.936391846029335
agora2_subsystem	9	3	12	5	0.991865797640219
agora2_subsystem	9	4	12	5	0.829366766894598
agora2_subsystem	9	5	25	3	0.805839573078327
agora2_subsystem	10	1	43	5	0.793308937287254
agora2_subsystem	10	2	25	3	0.950173960409007
agora2_subsystem	10	3	11	5	0.882095331962069
agora2_subsystem	10	4	12	5	0.979772534937841
agora2_subsystem	10	5	11	5	0.859192594494266
agora2_subsystem	11	1	43	3	0.876780452872327
agora2_subsystem	11	2	43	5	1.04154406920035
agora2_subsystem	11	3	43	5	0.745318470647898
agora2_subsystem	11	4	12	3	0.971223427066495
agora2_subsystem	11	5	25	10	0.941851853697627
agora2_subsystem	12	1	43	3	0.720165513806832
agora2_subsystem	12	2	43	3	0.929674734658201
agora2_subsystem	12	3	12	10	0.86874003567288
agora2_subsystem	12	4	12	10	1.03856570636544
agora2_subsystem	12	5	43	10	0.920040417609025
agora2_subsystem	13	1	25	5	1.05960988951367
agora2_subsystem	13	2	12	3	0.924831002130168
agora2_subsystem	13	3	12	10	1.00883405790501
agora2_subsystem	13	4	12	10	0.579648179496379
agora2_subsystem	13	5	11	3	1.09493436592922
agora2_subsystem	14	1	11	10	0.758529481325312
agora2_subsystem	14	2	25	3	1.01637519585423
agora2_subsystem	14	3	43	10	0.935605119153214
agora2_subsystem	14	4	43	3	1.07802986318707
agora2_subsystem	14	5	43	3	0.973643879945967
agora2_subsystem	15	1	11	5	0.927220311074367
agora2_subsystem	15	2	43	10	0.907960620658693
agora2_subsystem	15	3	43	10	0.809676003095908
agora2_subsystem	15	4	12	3	0.858830805721951
agora2_subsystem	15	5	43	5	0.917934639003315
agora2_subsystem	16	1	43	10	0.998840511670176
agora2_subsystem	16	2	25	10	1.03161150679959
agora2_subsystem	16	3	12	10	0.920269915473617
agora2_subsystem	16	4	43	10	0.842426511195886
agora2_subsystem	16	5	12	5	0.905442601690556
agora2_subsystem	17	1	43	10	0.928142681313848
agora2_subsystem	17	2	43	3	0.831274414108806
agora2_subsystem	17	3	12	5	0.976576401034819
agora2_subsystem	17	4	25	10	0.831702193747696
agora2_subsystem	17	5	43	10	0.910782559281052
agora2_subsystem	18	1	25	10	0.739222634284692
agora2_subsystem	18	2	43	3	0.943855887849083
agora2_subsystem	18	3	11	3	0.751995587271586
agora2_subsystem	18	4	43	5	0.898110414741156
agora2_subsystem	18	5	11	5	0.931101038316029
agora2_subsystem	19	1	43	10	0.761411118509838
agora2_subsystem	19	2	25	10	0.977673248031692
agora2_subsystem	19	3	25	10	1.00174753951931
agora2_subsystem	19	4	25	10	0.9539612937999
agora2_subsystem	19	5	12	3	0.885567280753139
agora2_subsystem	20	1	43	5	0.930986761521739
agora2_subsystem	20	2	12	10	0.978209793996427
agora2_subsystem	20	3	25	5	0.937768859976147
agora2_subsystem	20	4	43	10	0.855330294315344
agora2_subsystem	20	5	11	10	0.928749577476208
agora2_subsystem	21	1	12	10	0.971223883717548
agora2_subsystem	21	2	12	3	0.822604459149447
agora2_subsystem	21	3	12	10	0.993780146776787
agora2_subsystem	21	4	25	10	0.857855333715328
agora2_subsystem	21	5	43	3	0.899139526747483
agora2_subsystem	22	1	11	10	0.810222106804484
agora2_subsystem	22	2	25	10	0.921813035301168
agora2_subsystem	22	3	12	3	0.856812039900071
agora2_subsystem	22	4	11	10	0.888837083242738
agora2_subsystem	22	5	12	10	0.881878258311968
agora2_subsystem	23	1	11	10	0.897470402865872
agora2_subsystem	23	2	25	3	1.08660860739655
agora2_subsystem	23	3	12	10	0.797455368735643
agora2_subsystem	23	4	11	3	0.863286938356296
agora2_subsystem	23	5	12	5	0.981074144974823
agora2_subsystem	24	1	11	10	0.884514105753146
agora2_subsystem	24	2	11	5	0.872036340002068
agora2_subsystem	24	3	25	3	0.922919491365042
agora2_subsystem	24	4	11	10	1.12622047110123
agora2_subsystem	24	5	25	3	0.824482822868991
agora2_subsystem	25	1	12	10	0.847074034238438
agora2_subsystem	25	2	25	3	0.820661459884705
agora2_subsystem	25	3	12	5	0.884067289654219
agora2_subsystem	25	4	11	3	0.864628824406368
agora2_subsystem	25	5	11	10	0.927239229673312
agora2_subsystem	26	1	11	3	0.966599592737915
agora2_subsystem	26	2	11	3	0.890846467590607
agora2_subsystem	26	3	11	5	1.01964466898846
agora2_subsystem	26	4	25	10	0.931475845709217
agora2_subsystem	26	5	25	5	0.96318501457739
agora2_subsystem	27	1	43	10	0.915374387637795
agora2_subsystem	27	2	43	3	0.960071932832481
agora2_subsystem	27	3	12	10	0.940051680976948
agora2_subsystem	27	4	11	5	0.925143883209804
agora2_subsystem	27	5	12	10	1.01872040777954
agora2_subsystem	28	1	12	5	0.817350441687951
agora2_subsystem	28	2	11	5	0.945326996079594
agora2_subsystem	28	3	43	10	0.982742086532418
agora2_subsystem	28	4	25	10	1.12381035798887
agora2_subsystem	28	5	25	3	0.778787464623572
agora2_subsystem	29	1	12	5	0.839528257935192
agora2_subsystem	29	2	43	10	0.779552447145435
agora2_subsystem	29	3	11	10	0.929929558833613
agora2_subsystem	29	4	11	10	1.04350745081354
agora2_subsystem	29	5	12	10	0.95543081348693
agora2_subsystem	30	1	43	5	0.846538004650196
agora2_subsystem	30	2	12	10	0.820503962224633
agora2_subsystem	30	3	12	10	0.935286480287983
agora2_subsystem	30	4	12	10	0.861431339704025
agora2_subsystem	30	5	25	10	0.861182817851178
agora2_subsystem	31	1	12	5	0.856378617026787
agora2_subsystem	31	2	25	10	0.975719683915954
agora2_subsystem	31	3	11	3	0.826009280646533
agora2_subsystem	31	4	43	3	0.998418923223877
agora2_subsystem	31	5	43	10	1.01812114753531
agora2_subsystem	32	1	12	5	0.981220438252868
agora2_subsystem	32	2	25	10	1.01450963432976
agora2_subsystem	32	3	11	3	0.950928779482661
agora2_subsystem	32	4	11	10	0.819345961911871
agora2_subsystem	32	5	11	10	0.925288244059494
agora2_subsystem	33	1	11	3	0.814636499605042
agora2_subsystem	33	2	11	5	0.929915813759553
agora2_subsystem	33	3	43	10	0.95037583931798
agora2_subsystem	33	4	11	3	0.807629962595705
agora2_subsystem	33	5	43	3	0.923550089713646
agora2_subsystem	34	1	12	10	1.15194847444903
agora2_subsystem	34	2	12	5	0.951573578107761
agora2_subsystem	34	3	11	10	0.777614282169856
agora2_subsystem	34	4	25	10	0.90720820444345
agora2_subsystem	34	5	25	5	0.984368184643882
agora2_subsystem	35	1	12	5	0.853201333145027
agora2_subsystem	35	2	11	10	0.879518867261781
agora2_subsystem	35	3	25	3	0.949279301765879
agora2_subsystem	35	4	11	10	0.964414499602423
agora2_subsystem	35	5	25	5	0.978681311244093
agora2_subsystem	36	1	11	3	0.890997579612086
agora2_subsystem	36	2	25	10	0.872435619432835
agora2_subsystem	36	3	12	10	0.996502519349924
agora2_subsystem	36	4	25	10	0.762800532708257
agora2_subsystem	36	5	43	10	1.02759921052382
agora2_subsystem	37	1	43	10	0.847084361832679
agora2_subsystem	37	2	12	5	0.97798648968959
agora2_subsystem	37	3	43	3	0.826299154368415
agora2_subsystem	37	4	25	3	0.89935470829443
agora2_subsystem	37	5	11	5	1.07526256711724
agora2_subsystem	38	1	12	10	0.97408603158249
agora2_subsystem	38	2	12	3	0.950331330732061
agora2_subsystem	38	3	11	10	0.791845264812302
agora2_subsystem	38	4	11	10	0.876287926311937
agora2_subsystem	38	5	25	5	0.887420183072902
agora2_subsystem	39	1	11	3	0.961485473628299
agora2_subsystem	39	2	25	3	0.743962411443487
agora2_subsystem	39	3	12	10	1.02405580588965
agora2_subsystem	39	4	12	10	0.951543043695783
agora2_subsystem	39	5	25	3	0.856206426828472
agora2_subsystem	40	1	25	3	0.906446834991567
agora2_subsystem	40	2	11	10	0.923177084114879
agora2_subsystem	40	3	43	5	0.964173281956462
agora2_subsystem	40	4	11	10	0.977370944895488
agora2_subsystem	40	5	25	5	0.826904894077952
agora2_subsystem	41	1	11	10	1.14147329041524
agora2_subsystem	41	2	11	10	0.881508614550515
agora2_subsystem	41	3	43	5	0.964453123679748
agora2_subsystem	41	4	25	10	0.964945015111899
agora2_subsystem	41	5	25	10	0.790716049861282
agora2_subsystem	42	1	43	3	0.811520940593472
agora2_subsystem	42	2	11	10	1.01869795502285
agora2_subsystem	42	3	12	5	0.839598219141054
agora2_subsystem	42	4	43	10	0.839471526866565
agora2_subsystem	42	5	12	10	0.978080859335499
agora2_subsystem	43	1	25	10	0.834866187558182
agora2_subsystem	43	2	11	5	0.827100589032078
agora2_subsystem	43	3	25	10	0.979868304947279
agora2_subsystem	43	4	25	10	0.923657688859655
agora2_subsystem	43	5	25	10	0.938796136005569
agora2_subsystem	44	1	43	10	0.879291672619559
agora2_subsystem	44	2	11	10	1.02116695480164
agora2_subsystem	44	3	25	10	0.761943852752007
agora2_subsystem	44	4	43	5	0.914182639650773
agora2_subsystem	44	5	11	10	0.955560266906125
agora2_subsystem	45	1	43	10	0.839151687894398
agora2_subsystem	45	2	11	5	0.996597387488786
agora2_subsystem	45	3	11	10	0.897379027815044
agora2_subsystem	45	4	43	10	0.811146380372621
agora2_subsystem	45	5	11	5	0.899002435642651
agora2_subsystem	46	1	43	10	0.993329823849409
agora2_subsystem	46	2	25	3	0.782938918232074
agora2_subsystem	46	3	25	3	0.847769446126235
agora2_subsystem	46	4	11	5	0.962385870103798
agora2_subsystem	46	5	25	10	0.972613861240571
agora2_subsystem	47	1	43	10	0.972612387352924
agora2_subsystem	47	2	25	10	0.949147241124822
agora2_subsystem	47	3	12	3	0.879580308357181
agora2_subsystem	47	4	11	10	0.927307301525565
agora2_subsystem	47	5	11	5	0.874255119764227
agora2_subsystem	48	1	11	10	0.9863593771877
agora2_subsystem	48	2	12	10	1.02497296204874
agora2_subsystem	48	3	11	3	0.858129335420847
agora2_subsystem	48	4	11	3	0.926688000976465
agora2_subsystem	48	5	12	3	0.91942081111658
agora2_subsystem	49	1	11	3	1.05703571588903
agora2_subsystem	49	2	25	5	0.915375645235197
agora2_subsystem	49	3	25	10	0.915923078457803
agora2_subsystem	49	4	43	10	0.898405835153227
agora2_subsystem	49	5	25	3	0.819078919101828
agora2_subsystem	50	1	11	3	0.916252888248811
agora2_subsystem	50	2	11	3	0.889842809778681
agora2_subsystem	50	3	25	10	0.946278974858154
agora2_subsystem	50	4	11	10	0.957261984086539
agora2_subsystem	50	5	43	10	0.787131413784863
combined_capped	1	1	643	10	0.896659227301828
combined_capped	1	2	385	5	0.890155542584897
combined_capped	1	3	385	3	0.875022414253229
combined_capped	1	4	192	10	0.949176466373588
combined_capped	1	5	43	3	0.842848339264094
combined_capped	2	1	385	3	0.993978743857518
combined_capped	2	2	643	10	0.925690256197708
combined_capped	2	3	43	10	0.869227553025361
combined_capped	2	4	192	10	0.879585223288767
combined_capped	2	5	385	5	0.970017235062549
combined_capped	3	1	192	10	0.889329792179981
combined_capped	3	2	192	3	0.844803028790678
combined_capped	3	3	43	10	0.909710069372615
combined_capped	3	4	643	3	0.935517763893137
combined_capped	3	5	192	3	0.948987034625434
combined_capped	4	1	643	10	0.840660937783651
combined_capped	4	2	43	5	0.959098065400663
combined_capped	4	3	385	5	0.823293210133169
combined_capped	4	4	643	10	0.915652309003855
combined_capped	4	5	192	5	1.01331884890779
combined_capped	5	1	643	10	0.764495403106869
combined_capped	5	2	643	5	0.926048403786877
combined_capped	5	3	643	10	0.857960128388696
combined_capped	5	4	643	10	0.794133880168877
combined_capped	5	5	643	10	0.954996449042621
combined_capped	6	1	643	5	0.941933034741191
combined_capped	6	2	385	5	0.87090156296902
combined_capped	6	3	385	5	0.93753705599698
combined_capped	6	4	643	10	0.954793874332342
combined_capped	6	5	43	10	0.939877019203364
combined_capped	7	1	643	10	0.779205179963807
combined_capped	7	2	385	10	0.892090744135506
combined_capped	7	3	43	3	0.971991773884074
combined_capped	7	4	43	5	0.887774422764179
combined_capped	7	5	43	10	1.02600041453436
combined_capped	8	1	43	10	0.966733808968879
combined_capped	8	2	43	5	0.812444374627567
combined_capped	8	3	192	3	0.914321770443156
combined_capped	8	4	43	10	0.864315504061514
combined_capped	8	5	385	10	0.883139706498601
combined_capped	9	1	43	3	0.849463738183288
combined_capped	9	2	643	10	0.902432896895102
combined_capped	9	3	43	3	1.04018556442769
combined_capped	9	4	385	3	0.825455762821112
combined_capped	9	5	192	10	0.840163390056643
combined_capped	10	1	192	3	0.781689020054825
combined_capped	10	2	43	10	0.962186110648467
combined_capped	10	3	192	5	0.886330801897544
combined_capped	10	4	643	10	0.964378881449222
combined_capped	10	5	192	10	0.897710294308389
combined_capped	11	1	192	5	0.856670614083606
combined_capped	11	2	43	10	1.02760266510147
combined_capped	11	3	643	5	0.801730522380179
combined_capped	11	4	192	10	0.964924591722706
combined_capped	11	5	192	10	0.969761351767977
combined_capped	12	1	385	10	0.719567180432737
combined_capped	12	2	192	10	0.957418808466642
combined_capped	12	3	385	10	0.865180539606209
combined_capped	12	4	385	10	0.928452329453221
combined_capped	12	5	385	5	0.900157024872155
combined_capped	13	1	385	3	0.966942664184797
combined_capped	13	2	385	10	0.919575637697909
combined_capped	13	3	643	5	0.895712639739968
combined_capped	13	4	192	3	0.574197768524349
combined_capped	13	5	643	10	1.10840747863691
combined_capped	14	1	643	10	0.728096118993434
combined_capped	14	2	643	5	1.03801145917231
combined_capped	14	3	643	10	0.935437725630083
combined_capped	14	4	385	5	1.01437249024999
combined_capped	14	5	192	10	0.954744612593054
combined_capped	15	1	43	3	0.918645501428124
combined_capped	15	2	643	10	0.871917322850758
combined_capped	15	3	643	10	0.864388223089268
combined_capped	15	4	43	10	0.855512709996666
combined_capped	15	5	192	10	0.970640330915272
combined_capped	16	1	192	10	0.993426800045178
combined_capped	16	2	192	3	0.983077076455487
combined_capped	16	3	192	5	0.881236461998349
combined_capped	16	4	643	3	0.896961445168922
combined_capped	16	5	643	10	0.819579502806467
combined_capped	17	1	385	3	0.912769019796781
combined_capped	17	2	192	5	0.868748389431343
combined_capped	17	3	192	5	0.900241765051553
combined_capped	17	4	43	10	0.866455997765984
combined_capped	17	5	385	10	0.92723072811778
combined_capped	18	1	43	10	0.775227537621891
combined_capped	18	2	385	10	0.94528584315424
combined_capped	18	3	643	10	0.816299855432838
combined_capped	18	4	385	5	0.901767825621608
combined_capped	18	5	385	10	0.929454974198476
combined_capped	19	1	43	10	0.755233965473654
combined_capped	19	2	643	10	0.940847911046784
combined_capped	19	3	643	10	1.00671743003227
combined_capped	19	4	385	10	0.874892262549068
combined_capped	19	5	643	3	0.89854452698556
combined_capped	20	1	43	5	0.91345332035978
combined_capped	20	2	385	10	0.958709199268792
combined_capped	20	3	643	5	0.994953168436382
combined_capped	20	4	643	10	0.839693231373475
combined_capped	20	5	643	3	0.847742681598977
combined_capped	21	1	385	3	0.960251531822923
combined_capped	21	2	192	10	0.858353634876763
combined_capped	21	3	385	10	0.925340027469388
combined_capped	21	4	385	10	0.856213560279553
combined_capped	21	5	192	10	0.915219921885436
combined_capped	22	1	192	10	0.865850186351805
combined_capped	22	2	385	10	0.882303830565566
combined_capped	22	3	385	5	0.807134165357392
combined_capped	22	4	385	10	0.870090661488237
combined_capped	22	5	385	10	0.85689841255295
combined_capped	23	1	43	10	0.951225263384259
combined_capped	23	2	643	10	1.04472377872676
combined_capped	23	3	385	10	0.765301182016631
combined_capped	23	4	43	5	0.873688017804498
combined_capped	23	5	43	10	1.01024047530648
combined_capped	24	1	643	3	0.837902973695255
combined_capped	24	2	43	5	0.796072602470701
combined_capped	24	3	43	10	0.931291848579952
combined_capped	24	4	643	10	1.07791477169629
combined_capped	24	5	385	3	0.86220607524998
combined_capped	25	1	192	5	0.834652289858815
combined_capped	25	2	385	5	0.845357292715343
combined_capped	25	3	192	3	0.898351886656332
combined_capped	25	4	43	3	0.828614795506417
combined_capped	25	5	192	5	0.904842753725056
combined_capped	26	1	385	5	0.900523706885549
combined_capped	26	2	385	10	0.841637912376153
combined_capped	26	3	43	10	0.94942932924595
combined_capped	26	4	43	10	0.930280518608521
combined_capped	26	5	43	5	0.995020354257804
combined_capped	27	1	43	3	0.85755476890559
combined_capped	27	2	643	3	0.889383202383235
combined_capped	27	3	192	10	0.913229049379479
combined_capped	27	4	192	10	0.888591017054139
combined_capped	27	5	192	5	0.94591680375103
combined_capped	28	1	192	5	0.802426188721335
combined_capped	28	2	643	3	0.886599835155657
combined_capped	28	3	643	3	0.942818833788124
combined_capped	28	4	385	10	1.0679592171193
combined_capped	28	5	192	3	0.802468172703577
combined_capped	29	1	643	5	0.853567240389094
combined_capped	29	2	192	10	0.846573673275828
combined_capped	29	3	643	3	0.853746781195454
combined_capped	29	4	43	10	0.964355680312778
combined_capped	29	5	192	10	0.902348339104895
combined_capped	30	1	385	10	0.860815711391537
combined_capped	30	2	43	5	0.826428696532253
combined_capped	30	3	192	3	0.918270254718072
combined_capped	30	4	43	5	0.862393736682442
combined_capped	30	5	43	10	0.884359366891717
combined_capped	31	1	643	5	0.811630887786633
combined_capped	31	2	643	3	0.893358396998852
combined_capped	31	3	643	5	0.79851136755663
combined_capped	31	4	385	3	0.946173980439629
combined_capped	31	5	643	10	0.984094622152852
combined_capped	32	1	643	10	0.929899036208293
combined_capped	32	2	385	10	0.97014834302767
